title,date,season,document_type,abstract,mentioned_locations,keywords,disciplines,contributor,identifier,source,rights,fulltext_url,cover_image_url,update_reason,author1_fname,author1_mname,author1_lname,author1_suffix,author1_email,author1_institution,author1_is_corporate,author2_fname,author2_mname,author2_lname,author2_suffix,author2_email,author2_institution,author2_is_corporate,author3_fname,author3_mname,author3_lname,author3_suffix,author3_email,author3_institution,author3_is_corporate,author4_fname,author4_mname,author4_lname,author4_suffix,author4_email,author4_institution,author4_is_corporate,author5_fname,author5_mname,author5_lname,author5_suffix,author5_email,author5_institution,author5_is_corporate,calc_url,context_key,issue,ctmtime,format,thumb_url
"Letter from Pauline Smith to Christine Smith; October 11, 1937",1937-10-11,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; October 11, 1937",Calhoun County (Miss.); Lee County (Miss.); Memphis (Tenn.),Education; Social life and customs--20th century; Travel,,Hillary A. H. Richardson,mcj-dp018-19371011-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/80,22385904,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1079/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; October 18, 1937",1937-10-18,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; October 18, 1937",,Social life and customs--20th century,,Hillary A. H. Richardson,mcj-dp018-19371018-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/81,22385905,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1080/thumbnail.jpg
"Letter from Wade Horn to Christine Smith; November 2,1937",1937-11-02,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Wade Horn to Christine Smith; November 2, 1937",Lowndes County (Miss.),Love-letters,,Hillary A. H. Richardson,mcj-dp018-19371102-horn-wade,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Wade,,Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/82,22385907,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1081/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; November 11, 1937",1937-11-11,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; November 11, 1937",Calhoun County (Miss.),"Home economics, Rural; Halloween; well-being; electricity; Social life and customs--20th century",,Hillary A. H. Richardson,mcj-dp018-19371111-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/83,22385909,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1082/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; November 13, 1937",1937-11-13,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection.Letter from Pauline Smith to Christine Smith; November 13, 1937",Calhoun County (Miss.),Family relationships; Tennessee Valley Authority; well-being; Social life and customs--20th century,,Nathaniel Norris-Jones,mcj-dp018-19371113-smith-pauline,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/84,22385910,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1083/thumbnail.jpg
"Letter from Wade Horn to Christine Smith; November 17, 1937",1937-11-17,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection.Letter from Wade Horn to Christine Smith; November 17, 1937",,Well-being; Love-letters,,Nathaniel Norris-Jones,mcj-dp018-19371117-horn-wade,"Beulah Culbertson Archives and Special Collections, Mississippi University for Women. Box c611, Folder 25.","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Wade,,Horn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/85,22385911,smithpapers,1631664391,image,https://athenacommons.muw.edu/smithpapers/1084/thumbnail.jpg
"Letter from Martha Smith to Christine Smith; October 10, 1938",1938-10-10,,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Pauline tells Christine updates about different family members.,Calhoun County (Miss.); Pike County (Miss.); Memphis (Tenn.),Social life and customs--20th century,,Lashawn Davidson; Hong Gao,mcj-dp018-19381010-smith-martha,"Box C611, folder 27","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Martha,Josephine,Womble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/112,22576777,smithpapers,1631666226,image,https://athenacommons.muw.edu/smithpapers/1111/thumbnail.jpg
"Letter from Bernice Smith to Christine Smith; October 11, 1938",1938-10-11,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Bernice Smith to Christine Smith; October 11, 1938.",Shelby County (Tenn.),Dating (Social customs),,Elaine Walker,mcj-dp018-19381011-smith-bernice,"Box C611, folder 27","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Annie,Bernice,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/113,22576779,smithpapers,1631666226,image,https://athenacommons.muw.edu/smithpapers/1112/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; November 01, 1938",1938-11-01,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline to Christine , and Pauline also forward Martha's letter to Christine",Calhoun County (Miss.); Pike County (Miss.); Pickwick Dam (Tenn.),Social life and customs--20th century,,Lashawn Davidson; Hong Gao,mcj-dp018-19381101-smith-pauline,"Box C611, folder 28","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/115,22576782,smithpapers,1631666226,image,https://athenacommons.muw.edu/smithpapers/1114/thumbnail.jpg
Letter from Martha Smith to Pauline Smith; 1938,1938,letter,From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Martha Smith to Pauline Smith recounting her school work at MSCW; 1938,Lowndes County (Miss.),"Well-being; education; Social life and customs--20th century; dating; Ibsen, Henrik, 1828-1906",,Hillary A. H. Richardson,mcj-dp018-1938-smith-martha,"Box C611, folder 27","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Martha,Josephine,Womble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/119,22576979,smithpapers,1631666227,image,https://athenacommons.muw.edu/smithpapers/1118/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; January 17, 1938",1938-01-17,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; January 17, 1938",Memphis (Tenn.),Well-being; Social life and customs--20th century,,Hillary A. H. Richardson,mcj-dp018-19380117-smith-pauline,"Box C611, folder 26","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/121,22576983,smithpapers,1631666227,image,https://athenacommons.muw.edu/smithpapers/1120/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; January 19, 1938",1938-01-19,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; January 19, 1938",Calhoun County (Miss.),Well-being; Social life and customs--20th century,,Hillary A. H. Richardson,mcj-dp018-19380119-smith-pauline,"Box C611, folder 26","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/122,22576984,smithpapers,1631666227,image,https://athenacommons.muw.edu/smithpapers/1121/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; January 24, 1938",1938-01-24,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; January 24, 1938",Calhoun County (Miss.),Social life and customs--20th century; Church attendance; Well-being;,,Hillary A. H. Richardson,mcj-dp018-19380124-smith-pauline,"Box C611, folder 26","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/123,22576985,smithpapers,1631666227,image,https://athenacommons.muw.edu/smithpapers/1122/thumbnail.jpg
"Letter from Martha Smith to Christine Smith; January 25, 1938",1938-01-25,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Martha Smith to Christine Smith; January 25, 1938.",Lowndes County (Miss.),Social life and customs--20th century; Dating (Social customs),,Nathaniel Norris-Jones,mcj-dp018-19380125-smith-martha,"Box C611, folder 26","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Martha,Josephine,Womble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/124,22576986,smithpapers,1631666227,image,https://athenacommons.muw.edu/smithpapers/1123/thumbnail.jpg
"Letter from Pauline Smith to Christine Smith; February 14, 1938",1938-02-14,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Pauline Smith to Christine Smith; February 14, 1938",,Business education; Social life and customs--20th century,,Nathaniel Norris-Jones,mcj-dp018-19380214-smith-pauline,"Box C611, folder 27","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Edith,Pauline,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/126,22576988,smithpapers,1631666227,image,https://athenacommons.muw.edu/smithpapers/1125/thumbnail.jpg
"Letter from Bernice Smith to Christine Smith; July 15, 1938.",1938-07-15,,letter,"From the Ellard-Murphree-Pilgreen-Smith Family Papers Collection. Letter from Bernice Smith to Christine Smith; July 15, 1938.",,Social life and customs--20th century,,Nathaniel Norris-Jones,mcj-dp018-19380715-smith-bernice,"Box C611, folder 27","All unpublished materials are protected by copyright held by Mississippi University for Women. Permission to publish or reproduce must be requested in writing to the University Archivist. Published materials may also be protected by copyright, and the user must locate and request permission from copyright holder to publish or reproduce.",,,,Annie,Bernice,Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://athenacommons.muw.edu/smithpapers/128,22576990,smithpapers,1631666227,image,https://athenacommons.muw.edu/smithpapers/1127/thumbnail.jpg
